Date,Meal,Food_Item,Calories,Protein_g,Carbs_g,Fat_g,Meal_Time,Water_ml
2024-03-10,Lunch,Curd,601.0,,83.4,13.3,13:00,1232.0
2024-03-10,Supper,Yogurt,419.0,,33.6,15.2,17:00,420.0
2024-03-10,Dinner,Roti,273.0,19.4,35.0,29.9,20:30,923.0
2024-03-11,Breakfast,Toast,460.0,32.0,,28.9,08:00,874.0
2024-03-11,Lunch,Salad,686.0,,81.7,27.4,13:00,1352.0
2024-03-11,Supper,Nuts,561.0,22.4,,12.0,17:00,800.0
2024-03-11,Dinner,Tofu,615.0,26.7,68.9,28.9,20:30,143.0
2024-03-12,Breakfast,Oats,342.0,,56.6,33.1,08:00,965.0
2024-03-12,Lunch,Paneer,378.0,45.0,58.4,12.5,13:00,566.0
2024-03-12,Supper,Yogurt,550.0,16.9,51.6,12.6,17:00,343.0
2024-03-12,Dinner,,,,,,,
2024-03-13,Breakfast,,,,,,,
2024-03-13,Lunch,Chicken,655.0,15.1,,12.1,13:00,700.0
2024-03-13,Supper,Yogurt,481.0,23.3,62.4,24.8,17:00,1493.0
2024-03-13,Dinner,Tofu,685.0,17.0,69.8,31.0,20:30,422.0
2024-03-14,Breakfast,,,,,,,
2024-03-14,Lunch,Salad,571.0,12.1,37.8,26.0,,193.0
2024-03-14,Supper,Sprouts,442.0,42.3,61.8,30.8,17:00,707.0
2024-03-14,Dinner,Tofu,497.0,41.6,65.3,13.8,20:30,1222.0
2024-03-15,Breakfast,Smoothie,345.0,37.6,73.9,32.9,08:00,292.0
2024-03-15,Lunch,,,,,,,
2024-03-15,Supper,Fruit,615.0,24.2,86.9,26.1,17:00,353.0
2024-03-15,Dinner,Fish,317.0,30.7,70.3,31.2,20:30,1012.0
2024-03-16,Breakfast,,,,,,,
2024-03-16,Lunch,,,,,,,
2024-03-16,Supper,Sprouts,346.0,24.1,86.6,16.6,17:00,133.0
2024-03-16,Dinner,Khichdi,681.0,16.5,34.5,29.6,20:30,113.0
2024-03-17,Breakfast,Smoothie,489.0,42.6,73.5,15.1,08:00,1324.0
2024-03-17,Lunch,Chicken,324.0,35.0,68.9,8.3,13:00,628.0
2024-03-17,Supper,,,,,,,
2024-03-17,Dinner,,,,,,,
2024-03-18,Breakfast,Oats,309.0,,41.7,21.6,08:00,8.0
2024-03-18,Lunch,Rice,660.0,16.4,77.6,32.5,13:00,377.0
2024-03-18,Supper,Fruit,600.0,21.5,71.3,25.6,17:00,317.0
2024-03-18,Dinner,,,,,,,
2024-03-19,Breakfast,Eggs,374.0,14.3,35.1,22.7,08:00,1652.0
2024-03-19,Lunch,Paneer,415.0,26.7,65.4,8.2,13:00,1022.0
2024-03-19,Supper,Fruit,379.0,15.0,84.4,31.7,17:00,63.0
2024-03-19,Dinner,Fish,327.0,15.9,43.9,20.9,20:30,
2024-03-20,Breakfast,,,,,,,
2024-03-20,Lunch,,,,,,,
2024-03-20,Supper,Sprouts,429.0,,,10.8,17:00,2308.0
2024-03-20,Dinner,Soup,676.0,,84.5,23.9,20:30,208.0
2024-03-21,Breakfast,,,,,,,
2024-03-21,Lunch,Rice,423.0,22.9,25.7,,13:00,433.0
2024-03-21,Supper,Sprouts,660.0,18.2,25.9,16.0,17:00,840.0
2024-03-21,Dinner,,,,,,,
2024-03-22,Breakfast,Smoothie,666.0,37.3,,21.9,08:00,
2024-03-22,Lunch,Chicken,611.0,20.3,60.1,23.5,13:00,
2024-03-22,Supper,,,,,,,
2024-03-22,Dinner,,,,,,,
2024-03-23,Breakfast,Pancakes,397.0,32.5,82.2,29.7,,151.0
2024-03-23,Lunch,Dal,637.0,32.5,42.4,31.2,,395.0
2024-03-23,Supper,Yogurt,495.0,11.5,71.4,,17:00,764.0
2024-03-23,Dinner,Fish,560.0,21.8,,18.0,20:30,1740.0
2024-03-24,Breakfast,Smoothie,607.0,30.7,89.8,,08:00,1080.0
2024-03-24,Lunch,Salad,621.0,26.9,84.8,21.5,13:00,175.0
2024-03-24,Supper,Sandwich,620.0,,37.7,25.3,17:00,1864.0
2024-03-24,Dinner,,,,,,,
2024-03-25,Breakfast,Toast,648.0,18.0,79.4,34.6,08:00,731.0
2024-03-25,Lunch,Curd,635.0,32.0,71.0,25.3,13:00,900.0
2024-03-25,Supper,Nuts,656.0,24.4,,26.8,17:00,506.0
2024-03-25,Dinner,Fish,528.0,25.0,69.0,22.0,20:30,160.0
2024-03-26,Breakfast,Toast,314.0,33.4,65.0,18.2,08:00,637.0
2024-03-26,Lunch,Salad,466.0,,77.0,15.2,13:00,142.0
2024-03-26,Supper,,,,,,,
2024-03-26,Dinner,,,,,,,
2024-03-27,Breakfast,Toast,394.0,17.1,41.1,13.2,08:00,1907.0
2024-03-27,Lunch,Paneer,317.0,,58.0,20.9,13:00,705.0
2024-03-27,Supper,Fruit,664.0,22.4,45.1,34.4,17:00,505.0
2024-03-27,Dinner,Soup,636.0,43.6,64.6,13.7,20:30,151.0
2024-03-28,Breakfast,,,,,,,
2024-03-28,Lunch,Curd,588.0,,31.4,8.0,13:00,1035.0
2024-03-28,Supper,Yogurt,482.0,18.3,84.4,15.5,17:00,852.0
2024-03-28,Dinner,Khichdi,451.0,24.7,59.1,15.9,20:30,433.0
2024-03-29,Breakfast,Eggs,299.0,24.9,,23.5,08:00,747.0
2024-03-29,Lunch,,,,,,,
2024-03-29,Supper,Sprouts,579.0,17.8,70.4,14.4,17:00,1066.0
2024-03-29,Dinner,,,,,,,
2024-03-30,Breakfast,Toast,465.0,,,19.0,08:00,574.0
2024-03-30,Lunch,Curd,547.0,38.9,32.0,21.7,13:00,709.0
2024-03-30,Supper,,,,,,,
2024-03-30,Dinner,,,,,,,
2024-03-31,Breakfast,Oats,408.0,36.9,51.6,12.9,08:00,159.0
2024-03-31,Lunch,Rice,653.0,13.9,50.5,28.0,13:00,1847.0
2024-03-31,Supper,,,,,,,
2024-03-31,Dinner,Roti,531.0,42.1,39.7,,20:30,33.0
2024-04-01,Breakfast,Smoothie,354.0,25.3,27.6,31.3,08:00,776.0
2024-04-01,Lunch,Curd,314.0,28.4,46.2,28.4,,1346.0
2024-04-01,Supper,Sandwich,431.0,34.3,57.4,21.1,17:00,
2024-04-01,Dinner,Soup,429.0,37.3,77.6,30.2,20:30,118.0
2024-04-02,Breakfast,Toast,663.0,,51.9,24.6,08:00,717.0
2024-04-02,Lunch,Paneer,289.0,38.1,42.8,,13:00,296.0
2024-04-02,Supper,Fruit,658.0,30.1,55.3,25.5,17:00,1378.0
2024-04-02,Dinner,Khichdi,561.0,,56.7,12.7,20:30,1044.0
2024-04-03,Breakfast,Pancakes,531.0,29.0,88.8,,08:00,760.0
2024-04-03,Lunch,Chicken,649.0,21.7,82.8,,13:00,
2024-04-03,Supper,Yogurt,454.0,25.8,74.5,27.1,17:00,1463.0
2024-04-03,Dinner,Khichdi,594.0,18.6,78.9,25.1,20:30,
2024-04-04,Breakfast,,,,,,,
2024-04-04,Lunch,Dal,649.0,14.1,25.9,33.5,13:00,69.0
2024-04-04,Supper,Fruit,401.0,26.9,34.9,17.8,17:00,
2024-04-04,Dinner,,,,,,,
2024-04-05,Breakfast,Smoothie,391.0,12.2,36.4,16.8,08:00,931.0
2024-04-05,Lunch,Rice,322.0,21.0,38.8,,13:00,925.0
2024-04-05,Supper,,,,,,,
2024-04-05,Dinner,,,,,,,
2024-04-06,Breakfast,,,,,,,
2024-04-06,Lunch,Curd,625.0,16.2,79.2,29.0,13:00,2461.0
2024-04-06,Supper,,,,,,,
2024-04-06,Dinner,Roti,285.0,,,34.2,20:30,316.0
2024-04-07,Breakfast,Smoothie,420.0,10.5,34.3,13.8,08:00,790.0
2024-04-07,Lunch,,,,,,,
2024-04-07,Supper,Sprouts,438.0,19.1,35.6,18.9,,273.0
2024-04-07,Dinner,,,,,,,
2024-04-08,Breakfast,Oats,334.0,15.6,87.8,23.6,08:00,839.0
2024-04-08,Lunch,Curd,609.0,21.6,,9.3,13:00,1671.0
2024-04-08,Supper,Fruit,604.0,35.4,76.6,14.3,17:00,435.0
2024-04-08,Dinner,,,,,,,
2024-04-09,Breakfast,Pancakes,367.0,32.7,68.6,25.4,,942.0
2024-04-09,Lunch,Dal,442.0,22.6,75.8,28.1,13:00,386.0
2024-04-09,Supper,Fruit,691.0,35.1,34.3,8.6,17:00,1078.0
2024-04-09,Dinner,Tofu,406.0,25.8,49.9,32.7,20:30,189.0
2024-04-10,Breakfast,Toast,288.0,,72.3,19.5,08:00,286.0
2024-04-10,Lunch,Curd,325.0,34.8,29.4,,13:00,970.0
2024-04-10,Supper,Sandwich,402.0,31.5,82.9,,17:00,1708.0
2024-04-10,Dinner,Khichdi,628.0,24.9,59.4,14.8,20:30,159.0
2024-04-11,Breakfast,Poha,648.0,41.0,63.3,26.3,08:00,609.0
2024-04-11,Lunch,Dal,509.0,16.9,53.6,28.2,13:00,93.0
2024-04-11,Supper,,,,,,,
2024-04-11,Dinner,,,,,,,
2024-04-12,Breakfast,Pancakes,500.0,32.6,87.7,30.5,,300.0
2024-04-12,Lunch,,,,,,,
2024-04-12,Supper,,,,,,,
2024-04-12,Dinner,Khichdi,565.0,,42.7,15.4,20:30,278.0
2024-04-13,Breakfast,Poha,696.0,24.7,64.9,8.2,08:00,513.0
2024-04-13,Lunch,Curd,351.0,13.8,43.8,27.2,13:00,324.0
2024-04-13,Supper,Fruit,641.0,11.1,68.6,14.3,17:00,2009.0
2024-04-13,Dinner,Khichdi,585.0,13.1,71.8,27.0,20:30,41.0
2024-04-14,Breakfast,,,,,,,
2024-04-14,Lunch,,,,,,,
2024-04-14,Supper,Fruit,491.0,30.8,,32.5,,542.0
2024-04-14,Dinner,Tofu,341.0,24.4,26.3,,20:30,496.0
2024-04-15,Breakfast,,,,,,,
2024-04-15,Lunch,Salad,604.0,11.8,88.2,8.4,13:00,1571.0
2024-04-15,Supper,Nuts,576.0,40.5,74.5,17.8,,55.0
2024-04-15,Dinner,,,,,,,
2024-04-16,Breakfast,Oats,689.0,25.8,73.1,24.0,08:00,276.0
2024-04-16,Lunch,Paneer,516.0,34.0,80.9,,13:00,1323.0
2024-04-16,Supper,Sprouts,251.0,,39.9,24.9,17:00,1316.0
2024-04-16,Dinner,Roti,551.0,16.1,44.2,14.7,20:30,320.0
2024-04-17,Breakfast,Toast,355.0,27.4,,24.6,08:00,926.0
2024-04-17,Lunch,,,,,,,
2024-04-17,Supper,Sprouts,339.0,29.0,80.3,17.0,17:00,536.0
2024-04-17,Dinner,Roti,488.0,39.6,86.0,19.5,20:30,876.0
2024-04-18,Breakfast,,,,,,,
2024-04-18,Lunch,Rice,448.0,36.6,52.7,10.0,13:00,1013.0
2024-04-18,Supper,,,,,,,
2024-04-18,Dinner,Khichdi,565.0,36.0,41.8,,20:30,369.0
2024-04-19,Breakfast,Poha,674.0,43.4,80.4,30.9,08:00,1473.0
2024-04-19,Lunch,Dal,472.0,32.8,89.3,13.5,13:00,608.0
2024-04-19,Supper,Yogurt,333.0,,52.2,22.2,17:00,
2024-04-19,Dinner,,,,,,,
2024-04-20,Breakfast,Eggs,492.0,37.5,46.1,26.0,08:00,1461.0
2024-04-20,Lunch,Rice,408.0,14.6,,24.3,13:00,1076.0
2024-04-20,Supper,Sandwich,251.0,11.6,58.6,29.5,17:00,398.0
2024-04-20,Dinner,Soup,689.0,15.1,81.8,13.7,20:30,553.0
2024-04-21,Breakfast,,,,,,,
2024-04-21,Lunch,Paneer,649.0,36.6,52.3,13.3,13:00,500.0
2024-04-21,Supper,Fruit,255.0,20.4,89.7,28.7,17:00,1362.0
2024-04-21,Dinner,Roti,266.0,11.6,43.2,17.9,20:30,
2024-04-22,Breakfast,Smoothie,257.0,22.3,69.3,11.2,08:00,291.0
2024-04-22,Lunch,,,,,,,
2024-04-22,Supper,Yogurt,280.0,11.1,56.2,29.5,17:00,216.0
2024-04-22,Dinner,Roti,683.0,44.3,86.0,15.4,20:30,
2024-04-23,Breakfast,Toast,687.0,,47.0,,08:00,394.0
2024-04-23,Lunch,,,,,,,
2024-04-23,Supper,,,,,,,
2024-04-23,Dinner,Roti,264.0,10.5,50.4,29.1,20:30,830.0
2024-04-24,Breakfast,,,,,,,
2024-04-24,Lunch,Rice,299.0,29.1,46.2,31.3,13:00,
2024-04-24,Supper,Sandwich,399.0,27.5,,27.7,17:00,680.0
2024-04-24,Dinner,Fish,651.0,19.4,65.4,33.5,20:30,
2024-04-25,Breakfast,Smoothie,472.0,39.9,,,08:00,296.0
2024-04-25,Lunch,,,,,,,
2024-04-25,Supper,Nuts,643.0,19.5,78.4,28.2,17:00,
2024-04-25,Dinner,Vegetables,440.0,,43.4,,,
2024-04-26,Breakfast,Pancakes,683.0,14.1,,26.9,08:00,34.0
2024-04-26,Lunch,Rice,569.0,36.0,60.7,23.5,13:00,497.0
2024-04-26,Supper,Fruit,324.0,38.2,,20.3,17:00,
2024-04-26,Dinner,Fish,272.0,43.6,88.6,22.4,20:30,372.0
2024-04-27,Breakfast,Smoothie,537.0,32.2,35.8,16.8,08:00,1000.0
2024-04-27,Lunch,,,,,,,
2024-04-27,Supper,,,,,,,
2024-04-27,Dinner,Soup,472.0,15.0,50.9,16.3,20:30,
2024-04-28,Breakfast,Poha,648.0,24.8,68.2,28.7,,
2024-04-28,Lunch,Chicken,608.0,30.7,43.1,15.0,13:00,1163.0
2024-04-28,Supper,Fruit,546.0,,55.4,12.6,17:00,511.0
2024-04-28,Dinner,,,,,,,
2024-04-29,Breakfast,,,,,,,
2024-04-29,Lunch,Dal,622.0,,,15.1,13:00,
2024-04-29,Supper,Fruit,615.0,37.4,80.9,24.3,17:00,545.0
2024-04-29,Dinner,Tofu,273.0,13.7,56.5,31.0,20:30,748.0
2024-04-30,Breakfast,Oats,372.0,40.8,87.0,23.5,08:00,273.0
2024-04-30,Lunch,Curd,598.0,39.8,30.1,16.4,,799.0
2024-04-30,Supper,,,,,,,
2024-04-30,Dinner,,,,,,,
2024-05-01,Breakfast,Smoothie,370.0,20.9,70.7,21.4,08:00,323.0
2024-05-01,Lunch,Rice,624.0,17.5,60.4,12.0,13:00,917.0
2024-05-01,Supper,Nuts,462.0,14.7,43.0,14.5,17:00,504.0
2024-05-01,Dinner,Fish,332.0,,43.2,27.7,20:30,1426.0
2024-05-02,Breakfast,Smoothie,388.0,23.6,63.6,10.9,08:00,2244.0
2024-05-02,Lunch,Salad,682.0,13.0,78.2,17.2,13:00,635.0
2024-05-02,Supper,Yogurt,275.0,15.1,,13.5,17:00,48.0
2024-05-02,Dinner,Khichdi,255.0,32.5,73.7,22.1,20:30,486.0
2024-05-03,Breakfast,Pancakes,422.0,38.4,89.1,24.6,,250.0
2024-05-03,Lunch,Rice,457.0,24.0,,31.2,13:00,118.0
2024-05-03,Supper,Yogurt,569.0,,51.6,28.0,17:00,1082.0
2024-05-03,Dinner,,,,,,,
2024-05-04,Breakfast,Poha,611.0,23.3,66.6,11.0,08:00,40.0
2024-05-04,Lunch,,,,,,,
2024-05-04,Supper,Nuts,629.0,37.3,84.9,15.0,17:00,56.0
2024-05-04,Dinner,,,,,,,
2024-05-05,Breakfast,Poha,438.0,36.4,84.1,21.8,08:00,211.0
2024-05-05,Lunch,Dal,388.0,,54.4,,13:00,603.0
2024-05-05,Supper,Sprouts,491.0,44.6,63.3,16.8,17:00,638.0
2024-05-05,Dinner,Roti,561.0,33.7,72.2,25.8,20:30,627.0
2024-05-06,Breakfast,Eggs,696.0,31.2,65.8,28.3,08:00,773.0
2024-05-06,Lunch,Salad,641.0,27.3,68.8,30.0,13:00,615.0
2024-05-06,Supper,,,,,,,
2024-05-06,Dinner,,,,,,,
2024-05-07,Breakfast,Smoothie,424.0,,39.8,15.1,08:00,12.0
2024-05-07,Lunch,Curd,408.0,25.1,36.5,20.8,13:00,1290.0
2024-05-07,Supper,Yogurt,575.0,30.7,62.6,26.3,17:00,452.0
2024-05-07,Dinner,,,,,,,
2024-05-08,Breakfast,Oats,322.0,41.8,44.7,28.4,08:00,188.0
2024-05-08,Lunch,Rice,545.0,,73.3,21.6,13:00,469.0
2024-05-08,Supper,Sprouts,527.0,16.4,51.9,13.8,17:00,891.0
2024-05-08,Dinner,Fish,411.0,23.2,40.5,31.7,,635.0
2024-05-09,Breakfast,Poha,567.0,,87.0,32.6,08:00,369.0
2024-05-09,Lunch,Salad,253.0,41.6,32.1,18.8,13:00,570.0
2024-05-09,Supper,,,,,,,
2024-05-09,Dinner,Roti,473.0,17.9,,9.8,20:30,1187.0
2024-05-10,Breakfast,Oats,474.0,35.0,40.7,10.2,08:00,474.0
2024-05-10,Lunch,Rice,628.0,44.2,82.3,31.6,13:00,338.0
2024-05-10,Supper,Yogurt,399.0,41.0,56.6,34.2,17:00,1342.0
2024-05-10,Dinner,Roti,343.0,35.2,56.0,10.1,20:30,93.0
2024-05-11,Breakfast,Poha,623.0,33.4,62.7,25.5,08:00,541.0
2024-05-11,Lunch,,,,,,,
2024-05-11,Supper,Nuts,423.0,37.7,82.9,28.0,17:00,791.0
2024-05-11,Dinner,,,,,,,
2024-05-12,Breakfast,Smoothie,471.0,16.6,50.9,30.6,08:00,580.0
2024-05-12,Lunch,Chicken,682.0,,85.8,20.8,13:00,5.0
2024-05-12,Supper,Nuts,655.0,22.4,70.2,13.0,17:00,274.0
2024-05-12,Dinner,Roti,483.0,34.1,41.3,34.1,20:30,
2024-05-13,Breakfast,,,,,,,
2024-05-13,Lunch,Dal,576.0,23.6,80.7,28.0,13:00,1505.0
2024-05-13,Supper,Yogurt,280.0,26.3,75.5,12.3,17:00,
2024-05-13,Dinner,,,,,,,
2024-05-14,Breakfast,Pancakes,294.0,38.9,51.5,26.5,08:00,242.0
2024-05-14,Lunch,,,,,,,
2024-05-14,Supper,Fruit,416.0,24.0,,26.2,17:00,97.0
2024-05-14,Dinner,,,,,,,
2024-05-15,Breakfast,,,,,,,
2024-05-15,Lunch,Dal,429.0,33.5,33.9,8.6,13:00,64.0
2024-05-15,Supper,Yogurt,381.0,43.5,77.0,28.7,17:00,286.0
2024-05-15,Dinner,Khichdi,692.0,22.8,,23.5,20:30,
2024-05-16,Breakfast,,,,,,,
2024-05-16,Lunch,Salad,573.0,14.8,,25.1,13:00,590.0
2024-05-16,Supper,,,,,,,
2024-05-16,Dinner,Khichdi,355.0,21.3,61.5,15.0,20:30,1097.0
2024-05-17,Breakfast,Smoothie,622.0,33.4,,32.8,08:00,144.0
2024-05-17,Lunch,,,,,,,
2024-05-17,Supper,Sprouts,563.0,14.1,,28.4,17:00,489.0
2024-05-17,Dinner,,,,,,,
2024-05-18,Breakfast,Toast,392.0,24.7,59.4,24.9,08:00,982.0
2024-05-18,Lunch,Dal,485.0,30.9,68.4,32.0,13:00,
2024-05-18,Supper,,,,,,,
2024-05-18,Dinner,Fish,307.0,12.5,73.5,12.6,20:30,
2024-05-19,Breakfast,Toast,381.0,40.1,47.7,9.4,08:00,158.0
2024-05-19,Lunch,Dal,331.0,15.4,62.3,34.0,13:00,1525.0
2024-05-19,Supper,,,,,,,
2024-05-19,Dinner,,,,,,,
2024-05-20,Breakfast,Oats,488.0,26.2,,29.5,08:00,
2024-05-20,Lunch,,,,,,,
2024-05-20,Supper,Sandwich,445.0,26.7,74.1,17.5,17:00,526.0
2024-05-20,Dinner,,,,,,,
2024-05-21,Breakfast,Pancakes,384.0,25.8,28.9,21.2,08:00,712.0
2024-05-21,Lunch,Rice,479.0,20.3,78.4,,13:00,167.0
2024-05-21,Supper,,,,,,,
2024-05-21,Dinner,,,,,,,
2024-05-22,Breakfast,Eggs,449.0,,57.1,,08:00,63.0
2024-05-22,Lunch,,,,,,,
2024-05-22,Supper,,,,,,,
2024-05-22,Dinner,Soup,619.0,26.9,58.8,24.4,20:30,
2024-05-23,Breakfast,,,,,,,
2024-05-23,Lunch,,,,,,,
2024-05-23,Supper,Fruit,528.0,18.3,84.7,,17:00,
2024-05-23,Dinner,Fish,411.0,25.0,68.0,14.3,20:30,1886.0
2024-05-24,Breakfast,Eggs,463.0,21.1,69.2,12.1,08:00,1635.0
2024-05-24,Lunch,Curd,551.0,35.6,36.7,,13:00,
2024-05-24,Supper,,,,,,,
2024-05-24,Dinner,,,,,,,
2024-05-25,Breakfast,Oats,657.0,29.2,58.8,20.1,08:00,18.0
2024-05-25,Lunch,Rice,478.0,38.1,88.2,9.2,13:00,102.0
2024-05-25,Supper,Sandwich,502.0,32.5,88.8,12.2,17:00,1676.0
2024-05-25,Dinner,,,,,,,
2024-05-26,Breakfast,Oats,301.0,17.8,28.3,28.5,08:00,524.0
2024-05-26,Lunch,Curd,486.0,34.2,34.2,22.4,13:00,1922.0
2024-05-26,Supper,Sprouts,505.0,,35.4,18.2,17:00,139.0
2024-05-26,Dinner,,,,,,,
2024-05-27,Breakfast,Oats,279.0,16.3,57.2,,08:00,340.0
2024-05-27,Lunch,Chicken,586.0,38.8,38.6,33.0,13:00,399.0
2024-05-27,Supper,,,,,,,
2024-05-27,Dinner,Vegetables,403.0,39.3,63.3,25.1,,578.0
2024-05-28,Breakfast,Pancakes,634.0,36.8,85.8,9.4,08:00,209.0
2024-05-28,Lunch,,,,,,,
2024-05-28,Supper,,,,,,,
2024-05-28,Dinner,Soup,328.0,17.6,32.0,24.6,20:30,273.0
2024-05-29,Breakfast,Toast,629.0,37.3,28.1,,08:00,145.0
2024-05-29,Lunch,Salad,373.0,33.5,51.4,10.0,13:00,19.0
2024-05-29,Supper,Nuts,335.0,22.8,85.6,22.3,17:00,
2024-05-29,Dinner,Khichdi,583.0,34.7,59.3,16.8,20:30,1455.0
2024-05-30,Breakfast,Smoothie,258.0,36.5,29.7,31.0,08:00,636.0
2024-05-30,Lunch,Curd,657.0,14.3,35.6,28.4,13:00,1403.0
2024-05-30,Supper,,,,,,,
2024-05-30,Dinner,Tofu,609.0,39.7,84.8,29.1,20:30,74.0
2024-05-31,Breakfast,Oats,362.0,28.1,47.6,,,1423.0
2024-05-31,Lunch,Salad,694.0,38.0,41.3,9.1,13:00,479.0
2024-05-31,Supper,Sprouts,639.0,11.7,,21.1,17:00,876.0
2024-05-31,Dinner,Soup,315.0,21.5,78.9,,20:30,353.0
2024-06-01,Breakfast,Oats,308.0,12.0,30.7,30.8,08:00,6.0
2024-06-01,Lunch,Dal,367.0,,34.9,23.4,13:00,541.0
2024-06-01,Supper,Fruit,308.0,17.2,47.9,17.9,17:00,1054.0
2024-06-01,Dinner,Soup,650.0,24.5,77.2,,20:30,1203.0
2024-06-02,Breakfast,Oats,447.0,11.5,55.5,30.8,08:00,405.0
2024-06-02,Lunch,Paneer,364.0,38.6,88.8,,13:00,892.0
2024-06-02,Supper,Yogurt,330.0,40.9,37.2,22.1,17:00,247.0
2024-06-02,Dinner,Fish,501.0,20.4,43.4,14.5,20:30,291.0
2024-06-03,Breakfast,,,,,,,
2024-06-03,Lunch,Curd,559.0,12.6,50.6,10.5,13:00,1347.0
2024-06-03,Supper,Fruit,565.0,,42.8,13.0,17:00,177.0
2024-06-03,Dinner,Roti,522.0,24.1,26.0,32.6,20:30,
2024-06-04,Breakfast,Oats,452.0,34.2,57.5,27.1,08:00,285.0
2024-06-04,Lunch,Dal,596.0,,79.5,34.7,13:00,953.0
2024-06-04,Supper,Sprouts,387.0,17.0,88.5,32.8,17:00,46.0
2024-06-04,Dinner,,,,,,,
2024-06-05,Breakfast,,,,,,,
2024-06-05,Lunch,Salad,301.0,10.5,59.1,23.5,13:00,396.0
2024-06-05,Supper,Yogurt,597.0,18.8,60.4,34.6,17:00,636.0
2024-06-05,Dinner,Fish,480.0,17.0,78.0,22.1,20:30,315.0
2024-06-06,Breakfast,Pancakes,441.0,,88.9,,08:00,
2024-06-06,Lunch,Dal,294.0,27.8,,31.2,13:00,653.0
2024-06-06,Supper,Nuts,367.0,29.0,34.2,27.1,17:00,875.0
2024-06-06,Dinner,Khichdi,493.0,31.7,40.6,12.6,20:30,735.0
2024-06-07,Breakfast,Toast,698.0,27.4,50.6,18.1,08:00,32.0
2024-06-07,Lunch,Paneer,286.0,28.0,30.9,33.9,13:00,693.0
2024-06-07,Supper,,,,,,,
2024-06-07,Dinner,Roti,542.0,17.5,68.3,13.0,20:30,263.0
2024-06-08,Breakfast,,,,,,,
2024-06-08,Lunch,Dal,500.0,38.4,80.6,,13:00,1584.0
2024-06-08,Supper,Nuts,277.0,13.6,62.4,24.4,17:00,56.0
2024-06-08,Dinner,Fish,271.0,,69.6,20.3,20:30,
2024-06-09,Breakfast,Pancakes,585.0,33.7,73.2,23.8,08:00,1878.0
2024-06-09,Lunch,,,,,,,
2024-06-09,Supper,,,,,,,
2024-06-09,Dinner,Roti,360.0,29.1,46.4,10.6,20:30,233.0
2024-06-10,Breakfast,Oats,479.0,14.4,80.4,30.5,08:00,529.0
2024-06-10,Lunch,Chicken,269.0,35.6,31.6,32.1,13:00,961.0
2024-06-10,Supper,Nuts,533.0,28.7,48.4,12.8,17:00,661.0
2024-06-10,Dinner,Soup,698.0,44.9,54.9,27.1,20:30,
2024-06-11,Breakfast,Toast,327.0,25.2,58.8,34.8,08:00,1453.0
2024-06-11,Lunch,Salad,257.0,24.7,77.8,25.5,13:00,214.0
2024-06-11,Supper,Fruit,304.0,12.0,32.1,29.9,17:00,189.0
2024-06-11,Dinner,Soup,521.0,25.7,34.9,26.3,20:30,1087.0
2024-06-12,Breakfast,,,,,,,
2024-06-12,Lunch,Paneer,576.0,33.6,53.5,16.6,13:00,824.0
2024-06-12,Supper,Sprouts,647.0,41.2,,28.4,17:00,
2024-06-12,Dinner,Vegetables,546.0,,41.1,,,1380.0
2024-06-13,Breakfast,Poha,407.0,32.1,,31.4,08:00,384.0
2024-06-13,Lunch,Dal,394.0,41.9,51.2,25.1,13:00,152.0
2024-06-13,Supper,,,,,,,
2024-06-13,Dinner,,,,,,,
2024-06-14,Breakfast,,,,,,,
2024-06-14,Lunch,Paneer,266.0,,39.9,,13:00,155.0
2024-06-14,Supper,Nuts,571.0,18.9,55.8,20.1,17:00,938.0
2024-06-14,Dinner,,,,,,,
2024-06-15,Breakfast,,,,,,,
2024-06-15,Lunch,Salad,544.0,29.4,72.1,11.4,13:00,1225.0
2024-06-15,Supper,Yogurt,280.0,14.7,60.6,12.9,17:00,735.0
2024-06-15,Dinner,Khichdi,458.0,37.8,65.2,9.7,20:30,53.0
2024-06-16,Breakfast,,,,,,,
2024-06-16,Lunch,Chicken,495.0,25.9,61.7,30.5,13:00,
2024-06-16,Supper,Fruit,511.0,,71.2,32.2,17:00,275.0
2024-06-16,Dinner,,,,,,,
2024-06-17,Breakfast,,,,,,,
2024-06-17,Lunch,Paneer,617.0,17.5,89.8,26.8,13:00,266.0
2024-06-17,Supper,,,,,,,
2024-06-17,Dinner,Fish,612.0,32.1,,12.8,20:30,425.0
2024-06-18,Breakfast,Oats,524.0,42.6,,30.4,08:00,
2024-06-18,Lunch,,,,,,,
2024-06-18,Supper,Sprouts,485.0,27.8,72.6,15.8,17:00,817.0
2024-06-18,Dinner,Vegetables,472.0,27.3,74.9,,20:30,23.0
2024-06-19,Breakfast,Toast,525.0,13.7,63.8,12.6,08:00,123.0
2024-06-19,Lunch,Paneer,287.0,43.2,58.4,10.0,13:00,1486.0
2024-06-19,Supper,Sprouts,538.0,11.0,69.0,27.6,17:00,571.0
2024-06-19,Dinner,,,,,,,
2024-06-20,Breakfast,Oats,492.0,21.2,85.9,19.6,08:00,1130.0
2024-06-20,Lunch,Curd,480.0,35.4,33.3,11.3,13:00,600.0
2024-06-20,Supper,Sprouts,355.0,11.2,,29.8,17:00,81.0
2024-06-20,Dinner,,,,,,,
2024-06-21,Breakfast,Eggs,499.0,33.7,60.9,33.7,08:00,738.0
2024-06-21,Lunch,,,,,,,
2024-06-21,Supper,,,,,,,
